Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8421700,That Thing Rich People Do: Required Reading for Investors,Kaye A. Thomas,"Thomas, Kaye A.",,"=""0979224888""","=""9780979224881""",4,4.05,"Fairmark Press, Incorporated",Paperback,158,2010,2010,2018/02/10,2018/01/29,,,read,,,,1,0
25666046,The North Water,Ian McGuire,"McGuire, Ian",,"=""1627795944""","=""9781627795944""",0,3.98,Henry Holt and Co.,Hardcover,255,2016,2016,,2018/02/03,to-read,to-read (#18),to-read,,,,0,0
26879131,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,"King, Stephen",,"=""""","=""""",3,4.11,Scribner,Kindle Edition,511,2016,2016,2018/01/21,2016/12/26,,,read,,,,1,0
36721252,Compelling Science Fiction Issue 10,Joe Stech,"Stech, Joe","Pip Coen, E.E. King, Mike Adamson, J.D. Popham, Larry Hodges","=""""","=""""",4,4.33,Amazon Digital Services,Kindle Edition,110,2017,2017,2018/01/04,2017/12/20,,,read,,,,1,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,4.24,Avon,Mass Market Paperback,1152,2002,1999,2014/06/08,2013/11/03,,,read,,,,1,0
42434,"Sandworms of Dune (Dune, #8)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,"=""076531293X""","=""9780765312938""",0,3.69,Tor Books,Hardcover,494,2007,2007,,2018/01/01,to-read,to-read (#17),to-read,,,,0,0
20249,"Hunters of Dune (Dune, #7)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,"=""0765312921""","=""9780765312921""",0,3.69,Tor Books,Hardcover,524,2006,2006,,2018/01/01,to-read,to-read (#16),to-read,,,,0,0
6569470,"God Emperor of Dune (Dune, #4)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",3,3.88,Ace,Kindle Edition,604,2008,1981,2018/01/01,2017/08/26,,,read,,,,1,0
112264,Data Structures and Algorithms,Alfred V. Aho,"Aho, Alfred V.","John E. Hopcroft, Jeffrey D. Ullman","=""0201000237""","=""9780201000238""",3,3.94,Addison-Wesley,Hardcover,448,1983,,1990/12/01,2017/12/22,,,read,,,,2,0
30283483,The Dark Forest (Remembrance of Earth’s Past #2),Liu Cixin,"Cixin, Liu","Joel Martinsen, P.J. Ochlan","=""""","=""""",4,4.41,Macmillan Audio,Audible Audio,22,2015,2008,2017/12/20,2017/08/05,,,read,,,,1,0
6476913,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,"Stross, Charles",,"=""""","=""""",3,3.90,Ace,Kindle Edition,372,2008,2004,2017/12/06,2017/11/23,,,read,,,,1,0
17331349,Think Like a Freak,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0062218360""","=""9780062218360""",3,3.86,William Morrow,ebook,304,2014,2014,2017/11/23,2014/06/08,,,read,,,,1,0
22875447,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,"=""1455554790""","=""9781455554799""",0,4.13,Twelve,Hardcover,406,2015,2015,,2017/10/15,to-read,to-read (#14),to-read,,,,0,0
36344454,Compelling Science Fiction Issue 9,Joe Stech,"Stech, Joe","John Taloni, Amy Power Jansen, Steve Wire, Derrick Boden, Jared Oliver Adams, Hall Jameson","=""""","=""""",3,4.00,,Kindle Edition,123,2017,2017,2017/10/14,2017/10/07,,,read,,,,1,0
18305955,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",3,4.41,William Morrow Paperbacks,Kindle Edition,924,2013,2003,2017/08/31,2016/09/03,,,read,,,,1,0
10870790,The Lens and the Looker,Lory S. Kaufman,"Kaufman, Lory S.",,"=""""","=""""",0,3.38,The Fiction Studio,Kindle Edition,,2011,2011,,2017/08/26,to-read,to-read (#13),to-read,,,,0,0
18866496,The Fourth World (The Legend of the Locust #1),Laurence Moroney,"Moroney, Laurence",,"=""1301923621""","=""""",0,3.72,Destiny Press,Kindle Edition,296,2013,2009,,2017/08/26,to-read,to-read (#12),to-read,,,,0,0
22887981,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",Neil Hunt,"=""""","=""""",3,3.85,"Recorded Books, LLC",Audible Audio,7,2009,1882,2017/06/16,2017/03/23,,,read,,,,1,0
35894886,Compelling Science Fiction Issue 8,Joe Stech,"Stech, Joe","Clinton Lawrence, Matt Fuchs, Benjamin C. Kinney, Pip Coen, Michael E. Johnson","=""""","=""""",3,4.24,,Kindle Edition,80,2017,2017,2017/08/26,2017/08/03,,,read,,,,1,0
29498609,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu","Luke Daniels, Ken Liu","=""""","=""""",4,4.09,Macmillan Audio,Audible Audio,13,2014,2006,2017/08/11,2017/07/22,,,read,,,,1,0
215224,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857236645""","=""9781857236644""",0,4.17,Orbit,Paperback,252,1990,1968,,2017/07/29,to-read,to-read (#10),to-read,,,,0,0
28100179,Rules For Revolutionaries,Guy Kawasaki,"Kawasaki, Guy",,"=""0062312839""","=""9780062312839""",5,3.99,Harper,Paperback,,1899,1999,2001/09/01,2015/12/17,,,read,,,,1,0
23308226,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan",SimonPrebble,"=""""","=""""",3,4.13,Tantor Audio,Audible Audio,,2009,1902,2017/06/30,2017/06/16,,,read,,,,1,0
35282980,Compelling Science Fiction Issue 7,Joe Stech,"Stech, Joe","R.R.  Angell, Michèle Laframboise, Mike Adamson, John Eckelkamp, David Bruns","=""""","=""""",4,4.19,Compelling Science Fiction Ltd.,Kindle Edition,114,2017,2017,2017/06/23,2017/06/02,,,read,,,,1,0
11823620,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,William Morrow,Kindle Edition,674,2011,2001,2013/05/01,2013/10/12,,,read,,,,1,0
34750932,Compelling Science Fiction Issue 6,Joe Stech,"Stech, Joe","Pip Coen, Deborah L. Davitt, Marcus Holm, Karl K. Gallagher, Mike Reeves-McMillan, Matt Raviner","=""""","=""""",4,4.36,,Kindle Edition,98,2017,2017,2017/04/22,2017/04/05,,,read,,,,1,0
6040682,The Most Dangerous Game,Richard Connell,"Connell, Richard",,"=""""","=""""",4,3.94,,Kindle Edition,48,2008,1924,2017/03/18,2017/03/12,,,read,,,,1,0
3028,Economics in One Lesson,Henry Hazlitt,"Hazlitt, Henry",,"=""""","=""""",2,4.17,Three Rivers Press,Paperback,218,1979,1946,2017/02/27,2016/10/13,,,read,Could've been an article and a fairly short one at that.,,,1,0
18110738,Commodore: A Company on the Edge,Brian  Bagnall,"Bagnall, Brian",,"=""""","=""""",0,4.21,Variant Press,Kindle Edition,548,2012,2005,,2017/02/23,to-read,to-read (#9),to-read,,,,0,0
34097387,Compelling Science Fiction Issue 5,Joe Stech,"Stech, Joe","Dustin Kennedy, Lars H. Hoffmann, Lynn Kilmore, Nathan Hillstrom, C.L. Kagmi","=""""","=""""",3,4.09,,Kindle Edition,119,2017,2017,2017/02/23,2017/02/08,,,read,,,,2,0
954674,"Little Brother (Little Brother, #1)",Cory Doctorow,"Doctorow, Cory",,"=""0765319853""","=""9780765319852""",3,3.93,Tor Teen,Hardcover,382,2008,2008,2017/02/21,2017/02/06,,,read,,,,1,0
33269855,Compelling Science Fiction Issue 4,Joe Stech,"Stech, Joe","Jeff Walden, Jamie Wahls, Chris Barnham, Ken Wharton, Rich  Larson","=""""","=""""",4,4.52,Compelling Science Fiction Ltd.,Kindle Edition,71,2016,2016,,2017/02/08,,,read,,,,2,0
32285191,Compelling Science Fiction Issue 3,Joe Stech,"Stech, Joe","Karl El-Koura, Dominic Teague, Ronald D. Ferguson, Rich  Larson","=""""","=""""",4,4.32,Compelling Science Fiction Ltd.,Kindle Edition,77,2016,2016,,2017/02/08,,,read,,,,2,0
6479879,Neverwhere,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.17,William Morrow,Kindle Edition,336,2009,1996,2017/01/26,2016/08/28,,,read,,,,1,0
19546815,Tirfo Thuin,Andrew Butterworth,"Butterworth, Andrew",,"=""""","=""""",3,4.17,,Kindle Edition,265,2013,2011,2016/12/29,2014/11/15,,,read,,,,1,0
8117884,"Children of Dune (Dune, #3)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,3.96,Ace,Kindle Edition,623,2008,1976,2016/09/05,2016/08/05,,,read,,,,1,0
57913,The Illuminatus! Trilogy,Robert Shea,"Shea, Robert",Robert Anton Wilson,"=""0440539811""","=""9780440539810""",0,4.01,Dell,Paperback,805,1983,1983,,2016/09/02,to-read,to-read (#8),to-read,,,,0,0
25781970,"Designers & Dragons: Platinum Appendix (Designers & Dragons, #5)",Shannon Appelcline,"Appelcline, Shannon",,"=""""","=""""",3,3.86,Evil Hat Productions,ebook,114,2015,2015,2016/08/14,2015/07/13,,,read,,,,1,0
28189985,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,"Hubbard, L. Ron",,"=""1592129579""","=""9781592129577""",3,3.54,Galaxy Press,Paperback,1072,2016,1982,1986/01/01,2016/08/13,,,read,,,,1,0
8150911,A Time to Kill,John Grisham,"Grisham, John",,"=""""","=""""",3,4.11,Dell,Kindle Edition,504,2010,1989,2016/08/05,2014/11/15,,,read,,,,1,0
8117883,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,3.89,Ace,Kindle Edition,350,2008,1969,2016/07/23,2016/06/26,,,read,,,,1,0
24350772,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,"King, Stephen",,"=""""","=""""",3,4.07,Scribner,Kindle Edition,545,2015,2015,2016/07/05,2016/06/26,,,read,,,,1,0
5659584,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,4.27,Ace,Kindle Edition,474,2005,1965,2016/07/03,2013/11/03,,,read,,,,1,0
18401393,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.42,Broadway Books,Kindle Edition,375,2014,2011,,2014/11/29,,,read,,,,1,0
31357,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,"Card, Orson Scott",,"=""1841490237""","=""9781841490236""",3,3.80,Orbit,Paperback,342,2001,1989,,2015/12/28,,,read,,,,1,0
40271,"Alvin Journeyman (Tales of Alvin Maker, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0312850530""","=""9780312850531""",3,3.75,Tor Books,Hardcover,381,1995,1995,,2015/12/28,,,read,,,,1,0
22876735,"Designers & Dragons: The '70s (Designers & Dragons, #1)",Shannon Appelcline,"Appelcline, Shannon",,"=""""","=""""",3,4.17,Evil Hat Productions,ebook,400,2014,2014,,2014/11/02,,,read,,,,1,0
8044091,Dat Wonderbare Licht (Discworld),Terry Pratchett,"Pratchett, Terry",Venugopalan Ittekot,"=""9022533867""","=""9789022533864""",3,4.00,Uitgeverij M,Hardcover,191,2002,1986,,2013/10/12,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.58,Scholastic Inc,Paperback,652,2006,2005,,2016/02/20,,,read,,,,1,0
8667729,Digital Fortress,Dan       Brown,"Brown, Dan",,"=""""","=""""",3,3.70,Thomas Dunne Books,Kindle Edition,384,2007,1998,2016/01/10,2015/12/29,,,read,,,,1,0
8696865,How To Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,4.22,Simon & Schuster,Kindle Edition,291,2010,1936,2016/01/02,2015/11/15,,,read,,,,1,0
22522808,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,"=""0062330268""","=""9780062330260""",0,3.92,William Morrow,Hardcover,310,2015,2015,,2016/01/02,to-read,to-read (#7),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2016/01/02,to-read,to-read (#6),to-read,,,,0,0
7968,"Red Prophet (Tales of Alvin Maker, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812524268""","=""9780812524260""",4,3.80,Tor Fantasy,Mass Market Paperback,311,1992,1988,,2015/12/28,,,read,,,,1,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0312861877""","=""9780312861872""",3,3.81,Tor Books,Mass Market Paperback,592,1996,1991,,2015/12/28,,,read,,,,1,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",3,3.78,Tor Books,Paperback,370,2002,1996,,2015/12/28,,,read,,,,1,0
40290,"Seventh Son (Tales of Alvin Maker, #1)",Orson Scott Card,"Card, Orson Scott",,"=""076534775X""","=""9780765347756""",5,3.87,"Tom Doherty Associates, LLC",Mass Market Paperback,241,1988,1987,,2015/12/28,,,read,,,,1,0
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",4,4.32,Starscape,Paperback,469,2002,1999,,2015/12/28,,,read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",4,4.10,Tor Books,Paperback,382,1994,1986,,2015/12/28,,,read,,,,1,0
8581887,"A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""""","=""""",4,4.08,,Kindle Edition,300,,1978,2015/11/26,2013/11/15,,,read,,,,1,0
20492080,100 Best Beatles Songs: A Passionate Fan's Guide,Stephen J. Spignesi,"Spignesi, Stephen J.",Michael         Lewis,"=""""","=""""",4,4.03,Black Dog & Leventhal,Kindle Edition,320,2009,2009,2015/09/13,2015/01/04,,,read,,,,1,0
18802222,Remote: Office Not Required,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""""","=""""",2,3.80,Crown Currency,Kindle Edition,258,2013,2013,2015/11/08,2015/07/04,,,read,,,,1,0
18920446,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,"King, Stephen",,"=""""","=""""",3,4.02,Scribner,Kindle Edition,449,2014,2014,2015/10/11,2015/07/05,,,read,,,,1,0
25697374,"Little Noises (Beacon 23, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,4.07,Broad Reach Publishing,Kindle Edition,20,2015,2015,2015/09/18,2015/08/22,,,read,,,,1,0
23249416,"An Unwelcome Quest (Magic 2.0, #3)",Scott  Meyer,"Meyer, Scott",,"=""147787139X""","=""9781477871393""",3,4.00,47North,Kindle Edition,434,2015,2015,2015/08/30,2015/04/25,,,read,,,,1,0
25240648,Armada,Ernest Cline,"Cline, Ernest",,"=""""","=""""",3,3.55,Cornerstone Digital,Kindle Edition,370,2015,2015,2015/08/21,2015/07/04,,,read,,,,1,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",4,4.21,Simon & Schuster,Mass Market Paperback,1147,1990,1960,2015/07/05,2015/02/13,,,read,,,,1,0
18917216,Building HTML5 Games with ImpactJS: An Introduction On HTML5 Game Development,Jesse Freeman,"Freeman, Jesse",,"=""""","=""""",3,3.54,O'Reilly Media,Kindle Edition,171,2012,2012,2012/06/01,2015/07/04,,,read,,,,1,0
8897134,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""0307913090""","=""9780307913098""",3,4.44,Random House Audio,Audio CD,34,2011,1996,,2014/05/23,,,read,,,,1,0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",3,3.98,Penguin ROC,Mass Market Paperback,355,2000,2000,2015/04/11,2015/03/25,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",4,4.42,Ballantine Books,Hardcover,384,2014,2011,2015/01/17,2015/01/10,,,read,,,,1,0
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",3,3.87,Dial Press Trade Paperback,Paperback,324,1999,1985,2015/01/01,2014/12/25,,,read,,,,1,0
6495605,Lord of the Flies,William Golding,"Golding, William",Stephen King,"=""""","=""""",2,3.69,Perigee,Paperback,285,2011,1954,2014/12/14,2014/11/15,,,read,,,,1,0
22914943,Designers & Dragons 1970s,Shannon Appelcline,"Appelcline, Shannon",,"=""""","=""9781613170762""",3,4.17,Evil Hat Productions,Kindle Edition,519,2014,2014,2014/11/26,2014/11/02,,,read,,,,1,0
666073,Black Art of Java Game Programming,Joel Fan,"Fan, Joel","Calin Tenitchi, Eric Ries","=""1571690433""","=""9781571690432""",4,3.68,Waite Group Pr,Paperback,900,1996,1996,,2014/11/15,,,read,,,,1,0
671988,Cutting-Edge Java Game Programming: Everything You Need to Create Interactive Internet Games with Java,Neil    Bartlett,"Bartlett, Neil","Steve Simkin, Chris Stranc","=""1883577985""","=""9781883577988""",4,3.60,Coriolis Group,Paperback,528,1996,1996,,2014/11/15,,,read,,,,1,0
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Grady Booch, Richard Helm, Ralph Johnson, John Vlissides","=""0201633612""","=""9780201633610""",4,4.20,Addison-Wesley Professional,Hardcover,416,1994,1994,,2014/11/15,,,read,,,,1,0
105099,Effective Java : Programming Language Guide,Joshua Bloch,"Bloch, Joshua",,"=""0201310058""","=""9780201310054""",5,4.51,Addison-Wesley,Paperback,252,2001,2001,,2014/11/15,,,read,,,,1,0
690225,I'm Working on That : A Trek From Science Fiction to Science Fact,William Shatner,"Shatner, William",,"=""067104737X""","=""9780671047375""",3,3.76,Pocket Books,Hardcover,400,2002,1996,,2014/11/15,,,read,,,,1,0
2998152,JavaScript: The Good Parts,Douglas Crockford,"Crockford, Douglas",,"=""0596517742""","=""9780596517748""",4,4.23,Yahoo Press,Paperback,153,2008,2008,,2014/11/15,,,read,,,,1,0
282050,PPK  on JavaScript,Peter-Paul Koch,"Koch, Peter-Paul",,"=""0321423305""","=""9780321423306""",4,4.09,New Riders Pub,Paperback,500,2006,2006,,2014/11/15,,,read,,,,1,0
6658783,Rocket Surgery Made Easy: The Do-It-Yourself Guide to Finding and Fixing Usability Problems,Steve Krug,"Krug, Steve",,"=""0321657292""","=""9780321657299""",4,4.13,New Riders,Paperback,161,2009,2009,,2014/11/15,,,read,,,,1,0
10968300,The Miracle of Freedom: Seven Tipping Points That Saved the World,Chris Stewart,"Stewart, Chris",Ted Stewart,"=""1606419633""","=""9781606419632""",2,3.97,Shadow Mountain,Audio CD,0,2011,2011,,2014/11/15,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.34,Scholastic Press,Hardcover,374,2008,2008,,2014/11/12,to-read,to-read (#5),to-read,,,,0,0
13538794,"Walkable City: How Downtown Can Save America, One Step at a Time",Jeff Speck,"Speck, Jeff",,"=""0374285810""","=""9780374285814""",0,4.31,"Farrar, Straus and Giroux",Hardcover,312,2012,2012,,2014/11/12,to-read,to-read (#4),to-read,,,,0,0
19196719,Revival,Stephen King,"King, Stephen",,"=""""","=""""",0,3.80,Hodder & Stoughton,Hardcover,373,2014,2014,,2014/11/01,to-read,to-read (#2),to-read,,,,0,0
21483760,"Spell or High Water (Magic 2.0, #2)",Scott  Meyer,"Meyer, Scott",,"=""1477823484""","=""9781477823484""",3,4.04,47North,Paperback,431,2014,2014,2014/10/28,2014/10/25,,,read,,,,1,0
18616975,"Off to Be the Wizard (Magic 2.0, #1)",Scott  Meyer,"Meyer, Scott",,"=""1612184715""","=""9781612184715""",3,4.00,47North,Paperback,373,2014,2013,2014/10/25,2014/10/20,,,read,,,,1,0
20445768,Inside Apple: How America's Most Admired--and Secretive--Company Really Works,Adam Lashinsky,"Lashinsky, Adam",,"=""""","=""""",2,3.83,Business Plus,Kindle Edition,234,2012,2011,,2014/05/23,,,read,,,,1,0
13609775,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Simon Vance,"=""""","=""9781400176366""",3,3.87,Tantor Media,Audiobook,14,2008,1859,2014/07/12,2014/07/12,,,read,,,,1,0
18623259,The Twelve-Factor App,Adam Wiggins,"Wiggins, Adam",,"=""""","=""""",2,4.20,,ebook,39,2012,2012,2014/07/05,2014/07/02,,,read,,,,1,0
17252041,"Inferno (Robert Langdon, #4)",Dan       Brown,"Brown, Dan",,"=""""","=""""",3,3.89,Knopf Doubleday,Kindle Edition,480,2013,2013,2014/02/10,2013/11/03,,,read,,,,1,0
11674348,A Clash of Kings (A Song of Ice and Fire #2),George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""0307987647""","=""9780307987648""",3,4.42,Random House Audio,Audio CD,37,2011,1998,,2014/05/23,,,read,,,,1,0
13155987,A Storm of Swords,George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""0449011909""","=""9780449011904""",3,4.54,Random House Audio,Audio CD,39,2012,2000,,2014/05/23,,,read,,,,1,0
13250774,A Feast for Crows,George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""0449011917""","=""9780449011911""",3,4.16,Random House Audio,Audio CD,34,2012,2005,,2014/05/23,,,read,,,,1,0
2909017,A Dance with Dragons (A Song of Ice and Fire #5),George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""0739375970""","=""9780739375976""",3,4.34,HarperCollins Publishers Limited,Audio CD,49,2012,2011,,2014/05/23,,,read,,,,1,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",3,4.29,Houghton Mifflin,Paperback,366,2002,1937,2001/08/01,2014/03/09,,,read,,,,1,0
18528692,"Age of Context: Mobile, Sensors, Data and the Future of Privacy",Robert Scoble,"Scoble, Robert",Shel  Israel,"=""9781492348""","=""""",3,3.62,,Paperback,230,2013,2013,2014/03/08,2014/02/23,,,read,,,,1,0
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0060889578""","=""9780060889579""",4,4.00,William Morrow,Hardcover,270,2009,2009,2009/10/01,2013/10/12,,,read,,,,1,0
8167250,"Cannery Row (Cannery Row, #1)",John Steinbeck,"Steinbeck, John",,"=""""","=""""",4,4.06,Penguin Books,Kindle Edition,196,2008,1945,2014/02/23,2014/02/17,,,read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",3,4.01,"Scholastic, Inc.",Paperback,176,1999,1999,2014/01/18,2014/01/19,,,read,,,,1,0
1795532,Hobby Games The 100 Best,James Lowder,"Lowder, James",,"=""1932442960""","=""9781932442960""",3,3.94,"Green Ronin Publishing, LLC",Paperback,400,2013,2007,2014/01/14,2013/12/07,,,read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",3,4.02,William Morrow Books,Hardcover,181,2013,2013,2014/01/08,2014/01/03,,,read,,,,1,0
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,"Bryson, Bill",,"=""076790382X""","=""9780767903820""",0,3.90,Broadway Books,Paperback,304,2000,1998,,2013/11/19,to-read,to-read (#1),to-read,,,,0,0
968,"The da Vinci Code (Robert Langdon, #2)",Dan       Brown,"Brown, Dan",,"=""""","=""""",3,3.92,Anchor,Paperback,489,2006,2003,2013/11/03,2013/10/20,,,read,,,,1,0
6765618,"De Kleur van Toverij (Schijfwereld, #1)",Terry Pratchett,"Pratchett, Terry",Venugopalan Ittekot,"=""902255113X""","=""9789022551134""",3,4.00,Mynx,Paperback,200,2008,1983,,2013/10/12,,,read,,,,1,0
11127,"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",3,4.27,HarperCollins,Paperback,767,2014,1956,2007/01/01,2013/10/12,,,read,,,,1,0
27652,"Accidental Empires: How the Boys of Silicon Valley Make Their Millions, Battle Foreign Competition, and Still Can't Get a Date",Robert X. Cringely,"Cringely, Robert X.",,"=""0887308554""","=""9780887308550""",4,4.03,Harper Business,Paperback,384,1996,1992,2012/12/01,2013/10/12,,,read,,,,1,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.98,Scribner,Paperback,471,1995,1940,2006/03/01,2013/10/12,,,read,,,,1,0
337119,"Dark Passions, Book 2 (Star Trek)",Susan Wright,"Wright, Susan",,"=""0671787861""","=""9780671787868""",2,3.63,Pocket Books,Mass Market Paperback,200,2001,2001,2003/03/01,2013/10/12,,,read,,,,1,0
337120,"Dark Passions, Book 1 (Star Trek)",Susan   Wright,"Wright, Susan",,"=""0671787853""","=""9780671787851""",2,3.61,Pocket Books,Mass Market Paperback,232,2001,2001,2003/01/01,2013/10/12,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",5,4.01,William Morrow,Hardcover,268,2006,2005,2005/08/01,2013/10/12,,,read,,,,1,0
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",5,4.24,New Riders Pub,Paperback,201,2005,2000,2006/06/01,2013/10/12,,,read,,,,1,0
36076,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,"Covey, Stephen M.R.",Rebecca R. Merrill,"=""074329730X""","=""9780743297301""",3,3.97,Simon & Schuster,Hardcover,384,2006,2006,2008/10/01,2013/10/12,,,read,,,,1,0
2877224,Gods of Night (Star Trek: Destiny #1),David Mack,"Mack, David",,"=""1416551719""","=""9781416551713""",4,4.12,Pocket Books,Mass Market Paperback,429,2008,2008,2009/03/01,2013/10/12,,,read,,,,1,0
3926165,Mere Mortals (Star Trek: Destiny #2),David Mack,"Mack, David",,"=""1416551727""","=""9781416551720""",4,4.21,Pocket Books,Mass Market Paperback,433,2008,2008,2009/04/01,2013/10/12,,,read,,,,1,0
2920815,"Lost Souls (Star Trek: Destiny, #3)",David Mack,"Mack, David",,"=""1416551751""","=""9781416551751""",4,4.29,Pocket Books,Mass Market Paperback,444,2008,2008,2009/07/01,2013/10/12,,,read,,,,1,0
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",4,4.34,Scribner,Hardcover,849,2011,2011,2011/12/01,2013/10/12,,,read,,,,1,0
8519822,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",Michael Scott,"Scott, Michael",,"=""0385735359""","=""9780385735353""",4,4.24,Delacorte Press,Hardcover,513,2012,2012,2012/05/31,2013/10/12,,,read,,,,1,0
8458018,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,"Scott, Michael",,"=""0385735332""","=""9780385735339""",4,4.18,Delacorte Press,Hardcover,400,2011,2011,2011/05/31,2013/10/12,,,read,,,,1,0
